0	0.90000	0.90000
10	0.74417	0.69100
20	0.23833	0.18900
30	0.13583	0.12700
40	0.10083	0.10400
50	0.08417	0.09500
60	0.07083	0.08200
70	0.06667	0.07700
80	0.06250	0.07300
90	0.07167	0.07200
100	0.06750	0.06900
110	0.05000	0.06700
120	0.05500	0.05700
130	0.05167	0.06500
140	0.04667	0.06300
150	0.04750	0.06300
160	0.03833	0.06300
170	0.03417	0.06100
180	0.04333	0.05800
190	0.03583	0.06100
